Country,Position,Track Name,Artist,Streams,URL
australia,81,Deep End Freestyle,Sleepy Hallow,47956,https://open.spotify.com/track/2AlYncTpVHKwHb55F9lF6O
australia,82,TROLLZ (with Nicki Minaj),6ix9ine,47901,https://open.spotify.com/track/3dVvWnj4D8JGkKvo6Hucso
australia,83,Post Malone (feat. RANI),Sam Feldt,47131,https://open.spotify.com/track/36orMWv2PgvnzXsd5CJ0yL
australia,84,Youngblood,5 Seconds of Summer,47109,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
australia,85,I Don't Care (with Justin Bieber),Ed Sheeran,45178,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
australia,86,Jocelyn Flores,XXXTENTACION,45042,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
australia,87,BOSS,Day1,44586,https://open.spotify.com/track/6Vit8tYLMWbAlqtwhaBzOc
australia,88,Righteous,Juice WRLD,44434,https://open.spotify.com/track/0OyQns5ayNK2OVaES0Vb8t
australia,89,Walk Em Down (feat. Roddy Ricch),NLE Choppa,44425,https://open.spotify.com/track/4cSSL3YafYjM3yjgFO1vJg
australia,90,Robbery,Juice WRLD,44364,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
australia,91,The Less I Know The Better,Tame Impala,43564,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
australia,92,Glitter,BENEE,42791,https://open.spotify.com/track/23TPP1eeElFfvYVznskwCY
australia,93,Say So (feat. Nicki Minaj),Doja Cat,42654,https://open.spotify.com/track/11VApNQCWLJdzxWrlmwzUa
australia,94,Paper Route,Hooligan Hefs,42426,https://open.spotify.com/track/2OP902ZzEbVEBoABSMz9xo
australia,95,Señorita,Shawn Mendes,42194,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
australia,96,lovely (with Khalid),Billie Eilish,42068,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
australia,97,What A Man Gotta Do,Jonas Brothers,41832,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd
australia,98,Dancing On My Own,Calum Scott,41415,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
australia,99,hot girl bummer,blackbear,40980,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku
australia,100,Ballin' (with Roddy Ricch),Mustard,40613,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY
australia,101,I’m Ready (with Demi Lovato),Sam Smith,40568,https://open.spotify.com/track/1fipvP2zmef6vN2IwXfJhY
australia,102,Hold Me While You Wait,Lewis Capaldi,40527,https://open.spotify.com/track/60iSKGrGazRzICtMjADNSM
australia,103,Tommy Lee (feat. Post Malone),Tyla Yaweh,40400,https://open.spotify.com/track/5QZKcQDp0tCcvMdyqEciBV
australia,104,Eastside (with Halsey & Khalid),benny blanco,40397,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
australia,105,Beautiful People (feat. Khalid),Ed Sheeran,40380,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
australia,106,BELIEVE IT,PARTYNEXTDOOR,39981,https://open.spotify.com/track/4HDCLYli2SUdkq9OjmvhSD
australia,107,when the party's over,Billie Eilish,39796,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
australia,108,I Fall Apart,Post Malone,39711,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
australia,109,Cyclone (The Village Sessions),Sticky Fingers,39710,https://open.spotify.com/track/53XM8O6sQ4YzCq2jYgXuC6
australia,110,3 Nights,Dominic Fike,39374,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
australia,111,IDK You Yet,Alexander 23,39262,https://open.spotify.com/track/47EWMOElkkbMp5m9SBkx7d
australia,112,No Guidance (feat. Drake),Chris Brown,39168,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
australia,113,SUGAR,BROCKHAMPTON,38927,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA
australia,114,Way Down,Ocean Alley,38643,https://open.spotify.com/track/7FlY52aY7xq3UCFGRcYMs0
australia,115,Riptide,Vance Joy,38556,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
australia,116,Play Date,Melanie Martinez,38386,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA
australia,117,Savage,Megan Thee Stallion,37716,https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si
